date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:48:52	35/35	---M--	200	added ('OK')	text/plain	etag:%225a633967-23%22	http://voky.com.ua/robots.txt		(from )
18:48:52	38367/38367	---M-Z	200	added ('OK')	text/html	etag:%2295df-4e7434be58240-gzip%22	http://voky.com.ua/demo/pcss3mm/	C:/My%20Web%20Sites/CSS%20Menu%203/voky.com.ua/demo/pcss3mm/index.html	(from )
18:48:52	2948/2948	---MCZ	200	added ('OK')	text/css	etag:W/%2251701c9d-b84%22	http://voky.com.ua/demo/pcss3mm/css/main.css	C:/My%20Web%20Sites/CSS%20Menu%203/voky.com.ua/demo/pcss3mm/css/main.css	(from http://voky.com.ua/demo/pcss3mm/)
18:48:53	25604/25604	---MCZ	200	added ('OK')	text/css	etag:W/%2252051333-6404%22	http://voky.com.ua/demo/pcss3mm/css/pcss3mm.css	C:/My%20Web%20Sites/CSS%20Menu%203/voky.com.ua/demo/pcss3mm/css/pcss3mm.css	(from http://voky.com.ua/demo/pcss3mm/)
18:48:58	25395/25395	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225132f8d2-6333%22	http://voky.com.ua/demo/pcss3mm/fonts/fontawesome-webfont.eot?v=3.0.1	C:/My%20Web%20Sites/CSS%20Menu%203/voky.com.ua/demo/pcss3mm/fonts/fontawesome-webfont3294.eot	(from http://voky.com.ua/demo/pcss3mm/css/pcss3mm.css)
18:48:58	25395/25395	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225132f8d2-6333%22	http://voky.com.ua/demo/pcss3mm/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/CSS%20Menu%203/voky.com.ua/demo/pcss3mm/fonts/fontawesome-webfontd41d.eot	(from http://voky.com.ua/demo/pcss3mm/css/pcss3mm.css)
18:49:03	29380/29380	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225132f8d2-72c4%22	http://voky.com.ua/demo/pcss3mm/fonts/fontawesome-webfont.woff?v=3.0.1	C:/My%20Web%20Sites/CSS%20Menu%203/voky.com.ua/demo/pcss3mm/fonts/fontawesome-webfont3294.woff	(from http://voky.com.ua/demo/pcss3mm/css/pcss3mm.css)
18:49:03	55096/55096	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225132f8d2-d738%22	http://voky.com.ua/demo/pcss3mm/fonts/fontawesome-webfont.ttf?v=3.0.1	C:/My%20Web%20Sites/CSS%20Menu%203/voky.com.ua/demo/pcss3mm/fonts/fontawesome-webfont3294.ttf	(from http://voky.com.ua/demo/pcss3mm/css/pcss3mm.css)
18:49:05	97945/97945	---M--	200	added ('OK')	image/jpeg	etag:%2251345e1a-17e99%22	http://voky.com.ua/demo/pcss3mm/img/bg.jpg	C:/My%20Web%20Sites/CSS%20Menu%203/voky.com.ua/demo/pcss3mm/img/bg.jpg	(from http://voky.com.ua/demo/pcss3mm/)
18:49:05	92629/92629	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	C:/My%20Web%20Sites/CSS%20Menu%203/ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	(from http://voky.com.ua/demo/pcss3mm/)
